rank,feature_id,mean_normalized_attribution_contrast_repeat_minus_first_occurrence,contrast_to_task_sd,support_tasks_either_boundary,positive_contrast_tasks,positive_contrast_fraction_over_support,repeat_mean_normalized_attribution,sham_mean_normalized_attribution
1211,15402,5.375770797400037e-06,0.16056345403194427,8,5,0.625,6.691685939586023e-06,1.3159160516806878e-06
1212,14586,5.324491212377325e-06,0.21856120228767395,5,2,0.4000000059604645,-1.1221713975828607e-05,-1.6546206097700633e-05
1213,8826,5.2537097872118466e-06,0.022777792066335678,6,3,0.5,3.2082461984828115e-05,2.6828754926100373e-05
1214,3349,5.170933491172036e-06,0.08702903985977173,11,7,0.6363636255264282,-1.082003677765897e-06,-6.252937509998446e-06
1215,13110,5.165079073776724e-06,0.014753523282706738,15,8,0.5333333611488342,6.032390592736192e-05,5.515882367035374e-05
1216,5671,5.106891421746695e-06,0.10487820208072662,6,4,0.6666666865348816,7.703464507358149e-05,7.192775228759274e-05
1217,4164,4.979550340067362e-06,0.19873598217964172,4,3,0.75,-4.328564955358161e-06,-9.308115295425523e-06
1218,5935,4.874120349995792e-06,0.22545067965984344,4,3,0.75,-2.2850854293210432e-05,-2.7724974643206224e-05
1219,9863,4.845030161959585e-06,0.07505607604980469,8,5,0.625,1.2726954082609154e-05,7.88192392064957e-06
1220,14400,4.807233835890656e-06,0.08982173353433609,7,4,0.5714285969734192,-4.560873549053213e-06,-9.36810829443857e-06
1221,11318,4.727212399302516e-06,0.0399627722799778,19,10,0.5263158082962036,-0.00012363280984573066,-0.0001283600286114961
1222,3681,4.6934660531405825e-06,0.2422032654285431,6,4,0.6666666865348816,-2.865164788090624e-06,-7.558629931736505e-06
1223,12942,4.654743861465249e-06,0.07770389318466187,5,3,0.6000000238418579,1.7181489965878427e-05,1.2526745194918476e-05
1224,13115,4.644348337023985e-06,0.006161839235574007,26,9,0.3461538553237915,7.169989112298936e-05,6.705553096253425e-05
1225,12980,4.638035079551628e-06,0.0636759102344513,10,5,0.5,1.9222890841774642e-05,1.4584855307475664e-05
1226,9216,4.60622550235712e-06,0.08173960447311401,10,5,0.5,-5.7443063269602135e-05,-6.204929377418011e-05
1227,10829,4.578628249873873e-06,0.202901229262352,6,4,0.6666666865348816,9.197455256071407e-06,4.618826096702833e-06
1228,9311,4.5419378693623e-06,0.02988625317811966,10,5,0.5,-0.000279619125649333,-0.0002841610985342413
1229,9237,4.513206022238592e-06,0.1044517457485199,6,3,0.5,-1.3738521374762058e-05,-1.8251728761242703e-05
1230,5181,4.5042907004244626e-06,0.008028877899050713,17,9,0.529411792755127,9.162683454633225e-06,4.65839684693492e-06
1231,9139,4.469703981158091e-06,0.059733934700489044,11,6,0.5454545617103577,4.2017178202513605e-05,3.7547473766608164e-05
1232,14725,4.427734893397428e-06,0.09559257328510284,10,7,0.699999988079071,-2.52810768870404e-05,-2.9708811780437827e-05
1233,882,4.418029675434809e-06,0.11848344653844833,6,4,0.6666666865348816,1.0700210850700387e-06,-3.3480087040516082e-06
1234,5733,4.409957000461873e-06,0.009435686282813549,13,6,0.4615384638309479,0.00012602447532117367,0.00012161452468717471
1235,4037,4.336823167250259e-06,0.007441888563334942,10,5,0.5,-0.0001317173009738326,-0.00013605413550976664
1236,10581,4.295312919566641e-06,0.0925193503499031,5,2,0.4000000059604645,-7.772561730234884e-06,-1.2067874195054173e-05
1237,12154,4.237466328049777e-06,0.21194207668304443,4,3,0.75,8.533897016604897e-06,4.2964306885551196e-06
1238,2024,4.199251179670682e-06,0.013709396123886108,10,5,0.5,4.10744542023167e-05,3.687520438688807e-05
1239,11503,4.186606020084582e-06,0.07752205431461334,7,4,0.5714285969734192,-3.7176428122620564e-06,-7.90424928709399e-06
1240,12040,4.157662260695361e-06,0.029210248962044716,11,5,0.4545454680919647,-1.5111286302271765e-05,-1.926895129145123e-05
1241,15482,4.140258624829585e-06,0.032269902527332306,8,5,0.625,2.2817095668870024e-05,1.8676841136766598e-05
1242,27,4.1337630136695225e-06,0.19204887747764587,11,6,0.5454545617103577,4.985913255950436e-05,4.572536636260338e-05
1243,6363,4.093921688763658e-06,0.04881379008293152,8,4,0.5,-0.00020072697952855378,-0.00020482088439166546
1244,3408,4.071618604939431e-06,0.0378548763692379,19,14,0.7368420958518982,2.177925853175111e-05,1.7707638107822277e-05
1245,10961,4.0696618270885665e-06,0.020617453381419182,13,6,0.4615384638309479,5.703693022951484e-05,5.296726158121601e-05
1246,2405,4.064218956045806e-06,0.15603989362716675,4,3,0.75,1.0247276804875582e-07,-3.9617466427444015e-06
1247,12699,4.062002517457586e-06,0.046042829751968384,4,2,0.5,9.5365583547391e-05,9.130358375841752e-05
1248,4989,4.031685421068687e-06,0.012708687223494053,18,10,0.5555555820465088,8.753756992518902e-05,8.350588177563623e-05
1249,8486,3.971112164435908e-06,0.19948524236679077,5,4,0.800000011920929,1.0710094102250878e-05,6.7389819378149696e-06
1250,15002,3.872939942084486e-06,0.00911756418645382,8,5,0.625,-3.599292176659219e-05,-3.986585943493992e-05
1251,12520,3.871020453516394e-06,0.0775991827249527,5,3,0.6000000238418579,1.734281613607891e-05,1.3471793863573112e-05
1252,12500,3.8512316677952185e-06,0.007612486835569143,23,12,0.52173912525177,-2.500885966583155e-05,-2.886009679059498e-05
1253,2969,3.818290224444354e-06,0.2728423774242401,7,5,0.7142857313156128,-2.4632192435092293e-05,-2.8450482204789296e-05
1254,286,3.7900554161751643e-06,0.16613641381263733,7,4,0.5714285969734192,1.5223189620883204e-05,1.1433135114202742e-05
1255,5782,3.686404625113937e-06,0.030958816409111023,11,4,0.3636363744735718,4.518405694398098e-05,4.149765663896687e-05
1256,16126,3.6576461752702016e-06,0.05535048991441727,9,3,0.3333333432674408,-8.890310709830374e-06,-1.2547958249342628e-05
1257,933,3.6089556942897616e-06,0.04261927306652069,5,3,0.6000000238418579,2.5937551981769502e-06,-1.0152004961128114e-06
1258,9293,3.58646275344654e-06,0.004254845902323723,22,11,0.5,-0.00016318820416927338,-0.0001667746837483719
1259,9642,3.5516884508979274e-06,0.12734173238277435,4,2,0.5,-4.695027746492997e-05,-5.050196705269627e-05
1260,1827,3.5365167150303023e-06,0.09499115496873856,13,9,0.692307710647583,6.11114364801324e-06,2.5746273877302883e-06
1261,15467,3.445711627136916e-06,0.1305495947599411,6,3,0.5,9.752652658789884e-06,6.30694194114767e-06
1262,15364,3.3213850656466093e-06,0.06710630655288696,5,3,0.6000000238418579,1.15937439204572e-06,-2.162010787287727e-06
1263,15374,3.3117619295808254e-06,0.08848075568675995,4,1,0.25,4.192106189293554e-06,8.803443165561475e-07
1264,2410,3.2784278118924703e-06,0.07955130189657211,9,5,0.5555555820465088,1.9139955838909373e-05,1.5861525753280148e-05
1265,5588,3.2693710636522155e-06,0.1496468335390091,4,2,0.5,-2.5373360585945193e-06,-5.806707576994086e-06
1266,10621,3.241414333388093e-06,0.060792095959186554,8,5,0.625,-1.2565251381602138e-05,-1.580666685185861e-05
1267,1418,3.215499646103126e-06,0.03868367522954941,14,7,0.5,-3.301830656710081e-05,-3.623381053330377e-05
1268,11561,3.1567778933094814e-06,0.06240006536245346,10,6,0.6000000238418579,-1.2517007235146593e-05,-1.5673786037950777e-05
1269,5992,2.936932560260175e-06,0.003417066764086485,22,13,0.5909090638160706,-6.293535261647776e-05,-6.587227107957006e-05
1270,6683,2.921997975136037e-06,0.1868712157011032,7,4,0.5714285969734192,4.851702215091791e-06,1.929704239955754e-06
1271,10820,2.848237272701226e-06,0.010858257301151752,22,8,0.3636363744735718,5.057737507740967e-05,4.772913962369785e-05
1272,9425,2.832929112628335e-06,0.004450291860848665,28,12,0.4285714328289032,0.00035178731195628643,0.0003489544033072889
1273,12823,2.743031018326292e-06,0.018778104335069656,11,4,0.3636363744735718,6.152405603643274e-06,3.4093743579433067e-06
1274,13407,2.7301459795125993e-06,0.004548915196210146,13,6,0.4615384638309479,5.2095361752435565e-05,4.936522964271717e-05
1275,15998,2.694612021514331e-06,0.13333216309547424,5,3,0.6000000238418579,-3.3356652693328215e-06,-6.0302772908471525e-06
1276,13577,2.683974571482395e-06,0.13361220061779022,4,3,0.75,2.477218004059978e-06,-2.0675652478985285e-07
1277,11992,2.658146058820421e-06,0.003913108259439468,18,10,0.5555555820465088,-0.00013175788626540452,-0.00013441601186059415
1278,801,2.63905462816183e-06,0.04532189667224884,10,6,0.6000000238418579,-1.0672227290342562e-05,-1.3311282600625418e-05
1279,2710,2.619789256641525e-06,0.20060500502586365,9,6,0.6666666865348816,1.194494416267844e-05,9.325153769168537e-06
1280,13144,2.5942601951101096e-06,0.003064035438001156,19,9,0.4736842215061188,0.00010621008550515398,0.00010361584281781688
1281,13742,2.5544475192873506e-06,0.029635608196258545,6,3,0.5,4.7302812163252383e-05,4.474836532608606e-05
1282,6390,2.547222266002791e-06,0.055732958018779755,7,2,0.2857142984867096,-5.47423042007722e-06,-8.02145223133266e-06
1283,12686,2.430795120744733e-06,0.11205684393644333,4,2,0.5,-5.02507691635401e-06,-7.455871582351392e-06
1284,11380,2.4096093511616345e-06,0.046167414635419846,6,3,0.5,1.4090432159719057e-05,1.1680822353810072e-05
1285,8993,2.365243062740774e-06,0.020830754190683365,8,3,0.375,-3.3214164432138205e-05,-3.557941090548411e-05
1286,10633,2.3625686935702106e-06,0.04214238002896309,8,4,0.5,6.075390956539195e-06,3.7128218082216335e-06
1287,16013,2.3327788767346647e-06,0.24820442497730255,5,4,0.800000011920929,1.597866321390029e-05,1.3645885701407678e-05
1288,10011,2.3216089175548404e-06,0.02802908606827259,14,5,0.3571428656578064,1.694033926469274e-05,1.4618732166127302e-05
1289,4606,2.316030531801516e-06,0.01494118943810463,6,4,0.6666666865348816,-4.4136028009233996e-05,-4.6452059905277565e-05
1290,15975,2.265426473968546e-06,0.023038187995553017,14,7,0.5,-0.00012253788008820266,-0.00012480330769903958
1291,13194,2.2557635475095594e-06,0.010740443132817745,8,6,0.75,-1.4935869330656715e-05,-1.7191636288771406e-05
1292,386,2.240078629256459e-06,0.07388802617788315,6,2,0.3333333432674408,-8.696159056853503e-06,-1.0936239050352015e-05
1293,14699,2.206197223131312e-06,0.11949465423822403,4,2,0.5,2.175564077333547e-06,-3.063308895434602e-08
1294,11260,2.2011404325894546e-06,0.022546250373125076,10,6,0.6000000238418579,-2.3631797375855967e-05,-2.5832938263192773e-05
1295,4272,2.152177330572158e-06,0.07548981159925461,6,3,0.5,-1.9798246739810565e-06,-4.13200223192689e-06
1296,1101,2.1425014438136714e-06,0.06815822422504425,8,3,0.375,-3.671782178571448e-05,-3.886032209265977e-05
1297,15140,2.128746018570382e-06,0.022275125607848167,6,4,0.6666666865348816,-3.895681948051788e-05,-4.108556458959356e-05
1298,3500,2.101655354636023e-06,0.014803417026996613,4,3,0.75,0.0002874218625947833,0.0002853201876860112
1299,4495,2.0576021597662475e-06,0.12678667902946472,6,2,0.3333333432674408,1.8636353615875123e-06,-1.9396665607018804e-07
1300,13369,2.055489403574029e-06,0.13502149283885956,5,2,0.4000000059604645,-3.2975906378851505e-06,-5.353080268832855e-06
1301,46,2.053212710961816e-06,0.0359928123652935,5,2,0.4000000059604645,-3.1945205591910053e-06,-5.2477339522738475e-06
1302,1301,2.048940132226562e-06,0.11845849454402924,4,3,0.75,-2.045771907432936e-07,-2.253517550343531e-06
1303,12090,1.9937165234296117e-06,0.01069534569978714,6,5,0.8333333134651184,2.1454896341310814e-05,1.9461182091617957e-05
1304,3273,1.9899418930435786e-06,0.13266150653362274,4,3,0.75,2.996350758621702e-06,1.006408979264961e-06
1305,4205,1.9334913758939365e-06,0.13978682458400726,4,1,0.25,-1.444263517669242e-07,-2.0779175429197494e-06
1306,2013,1.914672566272202e-06,0.11487183719873428,4,3,0.75,1.954775143531151e-06,4.0102531073671344e-08
1307,2147,1.902940994114033e-06,0.09309951961040497,5,4,0.800000011920929,3.7485347093024757e-06,1.8455933741279296e-06
1308,2679,1.827012624744384e-06,0.06366075575351715,4,2,0.5,3.0867813620716333e-06,1.2597687373272493e-06
1309,3405,1.7593334860066534e-06,0.21671223640441895,9,5,0.5555555820465088,-3.7082085327710956e-05,-3.884141915477812e-05
1310,12762,1.7320977576673613e-06,0.005031706299632788,22,12,0.5454545617103577,0.00010642281267791986,0.00010469071276020259
1311,9826,1.7236097846762277e-06,0.10116410255432129,4,3,0.75,6.405002295650775e-06,4.681392510974547e-06
1312,9060,1.689193368292763e-06,0.13177813589572906,5,2,0.4000000059604645,-2.4553214643674437e-06,-4.144515060033882e-06
1313,13270,1.6345007907148101e-06,0.05384989455342293,4,2,0.5,-2.3077495825418737e-06,-3.942250714317197e-06
1314,6808,1.5844503877815441e-06,0.009278946556150913,6,3,0.5,-1.282282482861774e-05,-1.440727191948099e-05
1315,7181,1.4964323327149032e-06,0.007237799931317568,11,5,0.4545454680919647,1.0653279787220526e-05,9.156846317637246e-06
1316,12081,1.4915152632966056e-06,0.10733212530612946,4,3,0.75,-2.6916313800029457e-06,-4.183146756986389e-06
1317,6421,1.4790745126447291e-06,0.022395893931388855,4,2,0.5,2.7846949706145097e-06,1.3056196621619165e-06
1318,1555,1.4423324046219932e-06,0.0212519783526659,13,7,0.5384615659713745,-2.5816250854404643e-05,-2.7258583941147663e-05
1319,471,1.4392877574209706e-06,0.025239160284399986,6,4,0.6666666865348816,7.058943538140738e-06,5.619654984911904e-06
1320,16354,1.3815603097100393e-06,0.049481350928545,4,3,0.75,3.0382855129573727e-06,1.6567252032473334e-06
1321,13665,1.3719815115109668e-06,0.09654246270656586,8,4,0.5,-1.4760416888748296e-06,-2.848023314072634e-06
1322,8324,1.286398969568836e-06,0.022844912484288216,11,4,0.3636363744735718,-5.859153134224471e-06,-7.145551990106469e-06
1323,7902,1.2577326060636551e-06,0.12761977314949036,7,5,0.7142857313156128,2.9086747872497654e-06,1.650942294872948e-06
1324,8825,1.168435119325295e-06,0.006139630917459726,21,10,0.4761904776096344,4.067405825480819e-05,3.9505619497504085e-05
1325,3235,1.128352550949785e-06,0.004551186691969633,16,10,0.625,4.5859858801122755e-05,4.473149965633638e-05
1326,13124,1.1174795417900896e-06,0.05712328851222992,6,2,0.3333333432674408,-4.7536818783555645e-06,-5.871161192771979e-06
1327,15410,1.100823965316522e-06,0.016122905537486076,12,4,0.3333333432674408,-5.986091764498269e-06,-7.0869164119358175e-06
1328,11681,1.0768198990263045e-06,0.00899204146116972,8,3,0.375,3.856164767057635e-05,3.748482413357124e-05
1329,6552,1.0524387334953644e-06,0.03472912311553955,12,8,0.6666666865348816,4.142872967349831e-06,3.0904343475413043e-06
1330,1672,1.0212346523985616e-06,0.02471519634127617,10,4,0.4000000059604645,6.816699169576168e-06,5.79546485823812e-06
1331,11023,1.0186901135966764e-06,0.04345254600048065,9,5,0.5555555820465088,-2.7627411327557638e-05,-2.8646096325246617e-05
1332,15912,1.0144758562091738e-06,0.013173001818358898,7,3,0.4285714328289032,4.759036528412253e-05,4.657588942791335e-05
1333,2737,1.0142473456653534e-06,0.01086595468223095,11,5,0.4545454680919647,1.075313502951758e-05,9.738889275467955e-06
1334,1908,9.62659896686091e-07,0.14598850905895233,4,2,0.5,1.335151978310023e-06,3.7249213846735074e-07
1335,8254,9.046369768839213e-07,0.031711481511592865,10,3,0.30000001192092896,-2.8759009182977024e-06,-3.780537326747435e-06
1336,13925,8.891176435099624e-07,0.19595454633235931,4,4,1.0,1.5278012597264023e-06,6.386835593730211e-07
1337,11468,8.738064707358717e-07,0.28639015555381775,6,5,0.8333333134651184,1.4260215266403975e-06,5.522151695913635e-07
1338,3503,8.726634632694186e-07,0.010208018124103546,12,4,0.3333333432674408,2.06450313271489e-05,1.977236934180837e-05
1339,9860,8.335838401762885e-07,0.060115791857242584,5,4,0.800000011920929,1.1228404446228524e-06,2.89256547603145e-07
1340,15516,8.299172122860909e-07,0.03555673733353615,5,3,0.6000000238418579,1.061819330061553e-05,9.788275747268926e-06
1341,15092,8.269367981483811e-07,0.07721245288848877,4,2,0.5,-1.7566684391567833e-06,-2.5836052373051643e-06
1342,10321,7.678751785533677e-07,0.012075875885784626,9,3,0.3333333432674408,3.032449421880301e-05,2.9556622394011356e-05
1343,5756,7.652150770809385e-07,0.031657565385103226,5,2,0.4000000059604645,3.965983523812611e-06,3.2007678782974835e-06
1344,2207,7.491436235795845e-07,0.019325977191329002,6,2,0.3333333432674408,-1.1955613672398613e-06,-1.9447047634457704e-06
1345,3809,7.473594223483815e-07,0.00977284088730812,14,8,0.5714285969734192,-3.849944187095389e-05,-3.924679913325235e-05
1346,13259,7.445503911185369e-07,0.03362918272614479,7,2,0.2857142984867096,6.330385986075271e-06,5.585835424426477e-06
1347,11724,7.177408178904443e-07,0.03622347116470337,4,1,0.25,-2.7628277166513726e-05,-2.834601946233306e-05
1348,8432,7.12070971076173e-07,0.1809193342924118,7,4,0.5714285969734192,3.303053290437674e-06,2.5909826035785954e-06
1349,4044,6.831234031778877e-07,0.12218792736530304,4,2,0.5,-2.877958991120977e-07,-9.709192454465665e-07
1350,7123,6.53928509564139e-07,0.03198609501123428,5,1,0.20000000298023224,-1.2720911399810575e-05,-1.3374841728364117e-05
1351,5395,6.137706805020571e-07,0.0010946529218927026,14,10,0.7142857313156128,0.00026672703097574413,0.00026611326029524207
1352,9247,5.965419518361159e-07,0.004756817128509283,18,10,0.5555555820465088,-0.00010483108053449541,-0.00010542762174736708
1353,11282,5.794198614239576e-07,0.028227567672729492,5,3,0.6000000238418579,1.0116348676092457e-05,9.536928700981662e-06
1354,2685,4.7198074071275187e-07,0.044314660131931305,5,2,0.4000000059604645,4.152376732236007e-06,3.6803958209929988e-06
1355,617,4.7111885237427487e-07,0.10835234820842743,5,1,0.20000000298023224,-1.2160526239313185e-06,-1.6871715615707217e-06
1356,2429,4.5410683924274053e-07,0.18583175539970398,4,2,0.5,1.86581053185364e-06,1.4117038062977372e-06
1357,15224,4.4140952581983584e-07,0.030748724937438965,4,1,0.25,-2.454645027683e-06,-2.8960548661416396e-06
1358,4313,4.065589678248216e-07,0.004037471488118172,15,6,0.4000000059604645,-3.692450627568178e-05,-3.733106859726831e-05
1359,15938,3.717686354320904e-07,0.024402866140007973,7,5,0.7142857313156128,6.72666510581621e-06,6.354895504045999e-06
1360,10892,3.2570841312917764e-07,0.23254714906215668,4,4,1.0,-2.2127028387330938e-07,-5.469787538459059e-07
1361,8458,3.1265943789549056e-07,0.03161562606692314,4,1,0.25,1.1374562518540188e-06,8.247968139585282e-07
1362,13493,2.1310776787686336e-07,0.06832568347454071,4,2,0.5,-8.378355786931024e-09,-2.214861467564333e-07
1363,3511,1.4254837310545554e-07,0.0013902372447773814,7,2,0.2857142984867096,-8.871231329976581e-06,-9.013781891553663e-06
1364,9994,1.2077207145466673e-07,0.023620789870619774,4,1,0.25,-1.5125417576200562e-06,-1.6333139001289965e-06
1365,4653,7.398848822504078e-08,0.0005172122037038207,12,8,0.6666666865348816,8.294298459077254e-05,8.286900265375152e-05
1366,9007,3.851268814969444e-08,0.002797406166791916,4,1,0.25,-1.1075435395468958e-05,-1.1113947948615532e-05
1367,2587,3.310427132419136e-08,0.02613184042274952,4,1,0.25,4.115472762578065e-08,8.050437649842479e-09
1368,3303,4.4598436055309776e-09,0.00015605680528096855,9,4,0.4444444477558136,4.800406259164447e-06,4.7959460971469525e-06
1369,746,-4.293615418760055e-08,-0.002213782863691449,5,4,0.800000011920929,8.993524716061074e-06,9.036461960931774e-06
1370,10687,-7.029662185686902e-08,-0.0008772846776992083,6,4,0.6666666865348816,1.2895945474156179e-05,1.296624122915091e-05
1371,13892,-1.4045399154838378e-07,-0.010510777123272419,8,4,0.5,8.053290912357625e-06,8.19374508864712e-06
1372,12623,-1.8298450754627993e-07,-0.001594686764292419,9,5,0.5555555820465088,4.0458595321979374e-05,4.064158565597609e-05
1373,11369,-1.831407701047283e-07,-0.02875540964305401,5,4,0.800000011920929,1.23874806376989e-05,1.2570619219332002e-05
1374,2326,-2.1785180592814868e-07,-0.004155231639742851,10,3,0.30000001192092896,2.0016494090668857e-05,2.023434717557393e-05
1375,3451,-2.437099340113491e-07,-0.02446458674967289,4,2,0.5,-2.3927746042318176e-06,-2.149065039702691e-06
1376,4979,-2.737085367243708e-07,-0.027358820661902428,7,5,0.7142857313156128,1.1766740044549806e-06,1.450382455914223e-06
1377,10572,-2.7511433131621743e-07,-0.03205205872654915,4,3,0.75,-1.0442997336213011e-05,-1.0167883374379016e-05
1378,15049,-3.4868463671955396e-07,-0.000448655744548887,6,3,0.5,9.320270328316838e-05,9.355137444799766e-05
1379,15442,-3.918005404557334e-07,-0.07537657767534256,5,2,0.4000000059604645,-4.035158781334758e-06,-3.6433586956263753e-06
1380,6875,-3.977057474457979e-07,-0.0008396489429287612,26,14,0.5384615659713745,4.825080031878315e-05,4.8648515075910836e-05
1381,1857,-4.5636906520485354e-07,-0.03668826445937157,5,3,0.6000000238418579,-1.4310226106317714e-06,-9.746534033183707e-07
1382,11617,-4.97914129482524e-07,-0.0014287589583545923,11,4,0.3636363744735718,0.0001159549574367702,0.00011645288032013923
1383,16099,-5.142781560607546e-07,-0.005711084231734276,6,4,0.6666666865348816,4.202234777039848e-05,4.2536627006484196e-05
1384,9777,-5.361049488783465e-07,-0.08781825751066208,6,2,0.3333333432674408,-1.6261644759651972e-06,-1.090059413400013e-06
1385,13324,-5.718387683373294e-07,-0.009262587875127792,15,7,0.46666666865348816,1.6688647519913502e-05,1.726048685668502e-05
1386,10964,-6.091532895879936e-07,-0.03949495404958725,4,1,0.25,1.0398080121376552e-06,1.648961188038811e-06
1387,388,-6.168080517454655e-07,-0.1263524442911148,4,1,0.25,-3.0542548756784527e-06,-2.4374467102461495e-06
1388,4481,-6.316923872873303e-07,-0.11673164367675781,5,3,0.6000000238418579,-2.0680008105955494e-07,4.24892277806066e-07
1389,11342,-6.584421612387814e-07,-0.004070745315402746,4,1,0.25,4.367612564237788e-05,4.433456706465222e-05
1390,12302,-7.521151133005333e-07,-0.04990864172577858,8,7,0.875,4.604122750606621e-06,5.356238489184761e-06
1391,7233,-7.933284678074415e-07,-0.10980121046304703,5,4,0.800000011920929,8.000239404282183e-07,1.593352294548822e-06
1392,6905,-8.104172479761473e-07,-0.01705939695239067,4,2,0.5,3.4811310456461797e-07,1.1585303809624747e-06
1393,14851,-8.186754598682455e-07,-0.024717574939131737,7,2,0.2857142984867096,1.7629155991016887e-05,1.8447832189849578e-05
1394,3468,-8.36551748761849e-07,-0.04856842756271362,4,2,0.5,2.9502357392630074e-06,3.7867878290853696e-06
1395,8545,-8.442773946626403e-07,-0.013692920096218586,7,2,0.2857142984867096,-4.417807758727577e-06,-3.5735315577767324e-06
1396,8175,-8.669009048389853e-07,-0.017836345359683037,7,3,0.4285714328289032,7.437056410708465e-07,1.610606886970345e-06
1397,759,-8.839166980578739e-07,-0.2256750762462616,5,2,0.4000000059604645,3.843112153845141e-06,4.727028681372758e-06
1398,9781,-8.967666644821293e-07,-0.10065402835607529,7,2,0.2857142984867096,3.9680471672909334e-06,4.8648139454599004e-06
1399,4877,-9.066326356332866e-07,-0.06712335348129272,9,3,0.3333333432674408,1.2884849638794549e-05,1.3791481251246296e-05
1400,7657,-9.34323566070816e-07,-0.013663027435541153,7,3,0.4285714328289032,-1.82412372851104e-06,-8.898008445612504e-07
1401,12504,-9.428654266230296e-07,-0.04546717181801796,6,2,0.3333333432674408,-7.362698852375615e-06,-6.419833425752586e-06
1402,6342,-9.8411510407459e-07,-0.020077865570783615,4,2,0.5,-4.999705652153352e-06,-4.015590548078762e-06
1403,15722,-1.0650943522705347e-06,-0.09974423050880432,4,2,0.5,6.115859605415608e-07,1.6766801991252578e-06
1404,5998,-1.128956910179113e-06,-0.0472642220556736,4,2,0.5,-2.8969293452973943e-06,-1.7679727761787944e-06
1405,13607,-1.1343399819452316e-06,-0.012495068833231926,7,3,0.4285714328289032,1.8754171833279543e-05,1.9888511815224774e-05
1406,11772,-1.1405369377825991e-06,-0.013256763108074665,11,8,0.7272727489471436,6.623124500038102e-05,6.737178046023473e-05
1407,6572,-1.1488313020890928e-06,-0.0007140893721953034,16,7,0.4375,-0.00017035455675795674,-0.0001692057412583381
1408,5611,-1.2452369446691591e-06,-0.01377063523977995,17,8,0.47058823704719543,-1.0508575542189647e-05,-9.26333996176254e-06
1409,1789,-1.2667294413404306e-06,-0.0070670475251972675,6,4,0.6666666865348816,3.476877463981509e-05,3.60355043085292e-05
1410,13000,-1.270172788281343e-06,-0.05522269755601883,6,3,0.5,-8.600444743933622e-06,-7.3302712735312525e-06
1411,9769,-1.275600197914173e-06,-0.014914433471858501,12,6,0.5,-0.00015558084123767912,-0.00015430524945259094
1412,11533,-1.324129357271886e-06,-0.008244592696428299,15,10,0.6666666865348816,-6.576204032171518e-05,-6.443790334742516e-05
1413,6092,-1.3345743354875594e-06,-0.21382927894592285,4,1,0.25,8.269544196082279e-07,2.1615287550957873e-06
1414,7101,-1.355272956971021e-06,-0.014802297577261925,8,5,0.625,1.765951674315147e-05,1.9014791178051382e-05
1415,14116,-1.3575807997767697e-06,-0.13863413035869598,4,3,0.75,-5.4251377150649205e-06,-4.067556801601313e-06
1416,11416,-1.370762788610591e-06,-0.05498862266540527,5,2,0.4000000059604645,1.2832546417484991e-05,1.4203309547156096e-05
1417,14016,-1.4040800806469633e-06,-0.017611846327781677,7,1,0.1428571492433548,1.023617915052455e-05,1.1640260709100403e-05
1418,16210,-1.4168147117743501e-06,-0.11129441112279892,8,1,0.125,-2.1413688955362886e-07,1.2026778222207213e-06
1419,3589,-1.476302486480563e-06,-0.0064271967858076096,9,3,0.3333333432674408,-9.1721405624412e-05,-9.024511382449418e-05
1420,10320,-1.4785997564104036e-06,-0.005258004646748304,5,2,0.4000000059604645,-7.288792289728008e-07,7.49722914861195e-07
1421,9280,-1.4950634295018972e-06,-0.029710257425904274,12,5,0.4166666567325592,-1.768942820490338e-05,-1.619436443434097e-05
1422,11457,-1.4954058542571147e-06,-0.19715990126132965,5,1,0.20000000298023224,2.9099174980729003e-07,1.7863976609078236e-06
1423,1320,-1.5364097407655208e-06,-0.06547196954488754,10,7,0.699999988079071,-3.1437480174645316e-06,-1.6073383903858485e-06
1424,7815,-1.5800738992766128e-06,-0.03252071142196655,6,3,0.5,4.121071833651513e-05,4.279079075786285e-05
1425,9609,-1.5979600220816792e-06,-0.056858327239751816,4,1,0.25,2.9694026579818456e-06,4.567362339003012e-06
1426,1832,-1.607638296263758e-06,-0.12466920167207718,11,6,0.5454545617103577,-7.864180588512681e-06,-6.256542292248923e-06
1427,4745,-1.6366981299142935e-06,-0.023586302995681763,9,4,0.4444444477558136,-5.78246090299217e-06,-4.145763341512065e-06
1428,13314,-1.6640221929264953e-06,-0.005658764857798815,25,14,0.5600000023841858,-3.1890871468931437e-05,-3.022685086762067e-05
1429,3721,-1.6761550796218216e-06,-0.027972377836704254,9,5,0.5555555820465088,-6.453661853811354e-07,1.0307888942406862e-06
1430,6892,-1.814766960706038e-06,-0.0029833740554749966,25,12,0.47999998927116394,-9.269070869777352e-05,-9.08759466256015e-05
1431,452,-1.822733224798867e-06,-0.07063595950603485,6,4,0.6666666865348816,-3.477930931694573e-06,-1.6551981616430567e-06
1432,16264,-1.8465186713001458e-06,-0.15898025035858154,4,1,0.25,2.598800347186625e-05,2.783452146104537e-05
1433,2722,-1.913024334498914e-06,-0.1649107187986374,8,4,0.5,-7.014973562036175e-06,-5.1019483180425595e-06
1434,3540,-1.947542841662653e-06,-0.00937825907021761,7,3,0.4285714328289032,-1.33239955175668e-05,-1.1376454494893551e-05
1435,10532,-1.9658964447444305e-06,-0.005443321540951729,21,12,0.5714285969734192,6.49369103484787e-05,6.690280133625492e-05
