case_id,crosscoder_run,benchmark,feature_id,selected_category,category_rank,task_id,transition,base_contribution,variant_contribution,differential
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,195,both_fail,2.083949327468872,2.405857563018799,0.32190823554992676
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,196,both_fail,1.995660424232483,1.9682559967041016,-0.027404427528381348
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,197,both_fail,1.924014687538147,2.7161765098571777,0.7921618223190308
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,199,both_fail,2.544037342071533,2.271170139312744,-0.27286720275878906
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,200,both_fail,1.7394367456436157,1.9697020053863525,0.23026525974273682
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,202,both_fail,1.930794358253479,2.1007602214813232,0.16996586322784424
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,203,base_fail_variant_pass,2.1322402954101562,2.2415571212768555,0.10931682586669922
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,205,both_fail,1.3917856216430664,1.0874712467193604,-0.30431437492370605
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,208,both_fail,2.083092212677002,2.2428507804870605,0.1597585678100586
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,209,both_fail,2.293565511703491,1.5644370317459106,-0.7291284799575806
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,210,both_fail,1.9283956289291382,2.4100589752197266,0.4816633462905884
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,211,both_fail,1.8844308853149414,2.087498188018799,0.20306730270385742
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,212,base_fail_variant_pass,2.145002841949463,1.7311898469924927,-0.4138129949569702
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,214,both_fail,1.9296766519546509,2.2266955375671387,0.2970188856124878
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,215,both_fail,2.1075751781463623,2.168332099914551,0.06075692176818848
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,216,both_fail,1.9333889484405518,2.1522960662841797,0.21890711784362793
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,217,both_fail,2.0248634815216064,2.2199759483337402,0.1951124668121338
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,218,both_fail,2.639610767364502,2.2417733669281006,-0.39783740043640137
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,219,both_fail,1.9879827499389648,2.431600570678711,0.4436178207397461
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,220,both_fail,1.9432331323623657,1.5731558799743652,-0.3700772523880005
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,221,both_fail,1.9464991092681885,2.1034095287323,0.15691041946411133
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,222,both_fail,1.650528907775879,1.6373796463012695,-0.013149261474609375
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,224,both_fail,2.336216688156128,2.312715768814087,-0.023500919342041016
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,225,both_fail,1.450787901878357,2.0379810333251953,0.5871931314468384
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,226,both_fail,1.7768571376800537,1.8998013734817505,0.12294423580169678
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,227,both_fail,1.9910334348678589,2.019078254699707,0.028044819831848145
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,229,both_fail,2.1873207092285156,1.8012422323226929,-0.38607847690582275
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,230,both_fail,1.9684383869171143,1.737901210784912,-0.23053717613220215
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,231,both_fail,2.1611664295196533,2.073180913925171,-0.08798551559448242
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,232,base_fail_variant_pass,2.1427488327026367,1.5437448024749756,-0.5990040302276611
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,233,both_fail,1.845510721206665,2.1114113330841064,0.2659006118774414
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,234,both_fail,2.2751829624176025,2.0663866996765137,-0.20879626274108887
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,235,both_fail,2.143589973449707,2.1443750858306885,0.0007851123809814453
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,238,base_fail_variant_pass,2.737156629562378,1.7826457023620605,-0.9545109272003174
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,239,both_fail,2.079460859298706,1.9949406385421753,-0.08452022075653076
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,242,both_fail,1.966935157775879,1.9179126024246216,-0.049022555351257324
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,246,both_fail,2.0146806240081787,2.0810766220092773,0.06639599800109863
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,247,both_fail,2.6789591312408447,2.4314708709716797,-0.24748826026916504
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,248,both_fail,2.3239965438842773,1.6776436567306519,-0.6463528871536255
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,250,both_fail,2.3906030654907227,2.1089680194854736,-0.281635046005249
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,252,base_fail_variant_pass,2.3043413162231445,2.1485626697540283,-0.1557786464691162
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,253,both_fail,2.530911922454834,2.1664702892303467,-0.3644416332244873
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,254,both_fail,1.7078313827514648,1.5533480644226074,-0.15448331832885742
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,255,both_fail,1.8355786800384521,1.8250505924224854,-0.010528087615966797
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,257,both_fail,2.0555152893066406,1.6158924102783203,-0.4396228790283203
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,259,both_fail,2.1586594581604004,1.811943769454956,-0.34671568870544434
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,264,both_fail,1.736380696296692,1.8451786041259766,0.10879790782928467
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,265,base_fail_variant_pass,2.0633575916290283,2.333682060241699,0.2703244686126709
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,266,both_fail,2.195801258087158,2.0718541145324707,-0.1239471435546875
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,267,both_fail,2.030491828918457,2.107506275177002,0.07701444625854492
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,268,base_fail_variant_pass,1.8205204010009766,1.484405755996704,-0.33611464500427246
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,269,both_fail,2.727809429168701,1.8502943515777588,-0.8775150775909424
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,271,both_fail,2.340841770172119,1.948828935623169,-0.3920128345489502
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,273,both_fail,2.569216728210449,2.124335289001465,-0.4448814392089844
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,274,both_fail,2.6647369861602783,2.2967634201049805,-0.36797356605529785
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,276,both_fail,1.864094614982605,2.7657065391540527,0.9016119241714478
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,278,both_fail,2.09033465385437,1.7622554302215576,-0.3280792236328125
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,279,both_fail,2.705721616744995,2.2491347789764404,-0.4565868377685547
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,280,both_fail,1.735060453414917,2.1444895267486572,0.40942907333374023
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,281,both_fail,2.3646862506866455,2.027120590209961,-0.33756566047668457
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,282,both_fail,1.9624894857406616,2.4111733436584473,0.44868385791778564
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,283,both_fail,1.7925037145614624,1.660888671875,-0.1316150426864624
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,284,base_fail_variant_pass,1.9963703155517578,2.589371681213379,0.5930013656616211
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,287,base_fail_variant_pass,2.7153332233428955,2.227287769317627,-0.48804545402526855
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,290,both_fail,1.7019013166427612,2.1744842529296875,0.47258293628692627
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,291,both_fail,1.7890980243682861,1.8344484567642212,0.04535043239593506
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,293,both_fail,2.3680484294891357,2.1458580493927,-0.22219038009643555
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,294,both_fail,2.141620635986328,1.9902418851852417,-0.15137875080108643
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,295,base_fail_variant_pass,1.8399832248687744,2.0336954593658447,0.1937122344970703
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,296,base_fail_variant_pass,1.8062381744384766,1.6962205171585083,-0.11001765727996826
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,298,both_fail,2.6281192302703857,2.1665079593658447,-0.461611270904541
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,299,both_fail,1.924530029296875,2.452155113220215,0.5276250839233398
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,300,both_fail,1.6025190353393555,2.393580913543701,0.7910618782043457
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,301,both_fail,2.031885862350464,2.1051008701324463,0.07321500778198242
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,302,both_fail,2.1935102939605713,2.424020767211914,0.23051047325134277
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,304,both_fail,1.9537913799285889,2.027933120727539,0.0741417407989502
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,305,both_fail,2.2139642238616943,2.323209762573242,0.10924553871154785
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,306,both_fail,1.86428964138031,1.8192640542984009,-0.04502558708190918
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,307,both_fail,1.8786181211471558,2.065779447555542,0.18716132640838623
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,308,both_fail,2.663611650466919,2.2845754623413086,-0.37903618812561035
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,309,both_fail,2.1679322719573975,2.093874931335449,-0.07405734062194824
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,310,base_fail_variant_pass,2.227789878845215,2.025984525680542,-0.20180535316467285
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,311,both_fail,1.8920929431915283,2.13543701171875,0.24334406852722168
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,312,base_fail_variant_pass,1.9229373931884766,1.7660131454467773,-0.15692424774169922
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,313,both_fail,1.9480708837509155,2.186952829360962,0.2388819456100464
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,314,both_fail,2.0149948596954346,1.8500378131866455,-0.16495704650878906
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,318,both_fail,1.8937525749206543,1.6688472032546997,-0.2249053716659546
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,321,both_fail,1.9893097877502441,1.871153712272644,-0.1181560754776001
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,323,both_fail,2.307154655456543,2.1527259349823,-0.15442872047424316
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,325,both_fail,2.976055383682251,2.228250503540039,-0.7478048801422119
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,327,both_fail,1.7707676887512207,2.1490607261657715,0.3782930374145508
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,329,both_fail,2.086305618286133,1.9729909896850586,-0.11331462860107422
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,331,both_fail,2.199453592300415,2.0586886405944824,-0.14076495170593262
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,333,base_fail_variant_pass,2.475973129272461,1.5116654634475708,-0.9643076658248901
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,334,both_fail,1.9847893714904785,2.587728500366211,0.6029391288757324
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,335,both_fail,2.1277499198913574,2.1959691047668457,0.06821918487548828
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,337,both_fail,2.3063058853149414,1.9802378416061401,-0.32606804370880127
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,341,both_fail,3.038177013397217,2.220508098602295,-0.8176689147949219
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,342,both_fail,1.9346199035644531,1.9358633756637573,0.0012434720993041992
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,343,base_fail_variant_pass,2.0408782958984375,2.208177328109741,0.1672990322113037
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,345,both_fail,1.845124363899231,1.6415822505950928,-0.20354211330413818
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,346,both_fail,1.7877031564712524,1.9960349798202515,0.20833182334899902
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,347,base_fail_variant_pass,2.019307851791382,1.9573994874954224,-0.06190836429595947
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,348,base_fail_variant_pass,1.8853154182434082,2.0756092071533203,0.1902937889099121
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,349,both_fail,1.8659896850585938,2.071523904800415,0.2055342197418213
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,350,both_fail,2.0540311336517334,2.776850938796997,0.7228198051452637
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,351,both_fail,2.2731168270111084,2.0548863410949707,-0.2182304859161377
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,352,both_fail,2.5773446559906006,1.9270696640014648,-0.6502749919891357
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,353,both_fail,2.106950521469116,2.1699914932250977,0.06304097175598145
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,354,both_fail,2.071472644805908,2.363985061645508,0.2925124168395996
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,356,both_fail,2.1095545291900635,2.1849586963653564,0.07540416717529297
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,359,both_fail,1.8688273429870605,2.0901811122894287,0.22135376930236816
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,360,both_fail,1.934895634651184,1.8769748210906982,-0.05792081356048584
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,363,both_fail,1.8416141271591187,1.3943296670913696,-0.447284460067749
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,365,both_fail,1.7994344234466553,2.3583314418792725,0.5588970184326172
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,366,both_fail,1.9892704486846924,2.2066831588745117,0.21741271018981934
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,367,both_fail,2.602980613708496,1.7262039184570312,-0.8767766952514648
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,368,both_fail,1.7522696256637573,2.0175271034240723,0.26525747776031494
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,369,both_fail,1.8671095371246338,1.6831423044204712,-0.1839672327041626
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,372,both_fail,1.9203075170516968,1.5834614038467407,-0.33684611320495605
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,374,both_fail,1.8054858446121216,2.9388747215270996,1.133388876914978
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,375,base_fail_variant_pass,1.7865797281265259,2.0356271266937256,0.2490473985671997
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,376,both_fail,2.0561370849609375,2.040149211883545,-0.015987873077392578
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,377,base_fail_variant_pass,1.977476716041565,1.6063135862350464,-0.37116312980651855
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,codellama_base_finetuned_layer16,bigcodebench,10698,variant_decrease_associated_with_improvement,2,378,both_fail,2.1162772178649902,1.8749761581420898,-0.2413010597229004
